date,season,team,opponent,home,team_points,opponent_points,pace,offensive_rating,defensive_rating,rebound_pct,assist_ratio
2023-12-21,2024,LAL,Minnesota Timberwolves,0,111,118,,,,,
2023-12-21,2024,DET,Utah Jazz,1,111,119,,,,,
2023-12-21,2024,LAC,Oklahoma City Thunder,0,115,134,,,,,
2023-12-21,2024,SAS,Chicago Bulls,0,95,114,,,,,
2023-12-21,2024,MEM,Indiana Pacers,1,116,103,,,,,
2023-12-21,2024,WAS,Portland Trail Blazers,0,118,117,,,,,
2023-12-21,2024,IND,Memphis Grizzlies,0,103,116,,,,,
2023-12-21,2024,POR,Washington Wizards,1,117,118,,,,,
2023-12-21,2024,OKC,Los Angeles Clippers,1,134,115,,,,,
2023-12-21,2024,MIL,Orlando Magic,1,118,114,,,,,
2023-12-21,2024,UTA,Detroit Pistons,0,119,111,,,,,
2023-12-21,2024,MIN,Los Angeles Lakers,1,118,111,,,,,
2023-12-21,2024,CHI,San Antonio Spurs,1,114,95,,,,,
2023-12-21,2024,CLE,New Orleans Pelicans,1,104,123,,,,,
2023-12-21,2024,ORL,Milwaukee Bucks,0,114,118,,,,,
2023-12-22,2024,WAS,Golden State Warriors,0,118,129,,,,,
2023-12-22,2024,TOR,Philadelphia 76ers,0,111,121,,,,,
2023-12-22,2024,HOU,Dallas Mavericks,1,122,96,,,,,
2023-12-22,2024,BRK,Denver Nuggets,1,117,122,,,,,
2023-12-22,2024,ATL,Miami Heat,0,113,122,,,,,
2023-12-22,2024,MIA,Atlanta Hawks,1,122,113,,,,,
2023-12-22,2024,DEN,Brooklyn Nets,0,122,117,,,,,
2023-12-22,2024,DAL,Houston Rockets,0,96,122,,,,,
2023-12-22,2024,PHI,Toronto Raptors,1,121,111,,,,,
2023-12-22,2024,GSW,Washington Wizards,1,129,118,,,,,
2023-12-22,2024,SAC,Phoenix Suns,1,120,105,,,,,
2023-12-22,2024,PHO,Sacramento Kings,0,105,120,,,,,
2023-12-23,2024,TOR,Utah Jazz,1,119,126,,,,,
2023-12-23,2024,LAL,Oklahoma City Thunder,0,129,120,,,,,
2023-12-23,2024,LAC,Boston Celtics,1,108,145,,,,,
2023-12-23,2024,MEM,Atlanta Hawks,0,125,119,,,,,
2023-12-23,2024,SAC,Minnesota Timberwolves,1,98,110,,,,,
2023-12-23,2024,SAS,Dallas Mavericks,0,119,144,,,,,
2023-12-23,2024,UTA,Toronto Raptors,0,126,119,,,,,
2023-12-23,2024,MIL,New York Knicks,0,130,111,,,,,
2023-12-23,2024,POR,Golden State Warriors,0,106,126,,,,,
2023-12-23,2024,HOU,New Orleans Pelicans,0,106,104,,,,,
2023-12-23,2024,NOP,Houston Rockets,1,104,106,,,,,
2023-12-23,2024,NYK,Milwaukee Bucks,1,111,130,,,,,
2023-12-23,2024,OKC,Los Angeles Lakers,1,120,129,,,,,
2023-12-23,2024,IND,Orlando Magic,1,110,117,,,,,
2023-12-23,2024,MIN,Sacramento Kings,0,110,98,,,,,
2023-12-23,2024,ORL,Indiana Pacers,0,117,110,,,,,
2023-12-23,2024,ATL,Memphis Grizzlies,1,119,125,,,,,
2023-12-23,2024,CHI,Cleveland Cavaliers,1,95,109,,,,,
2023-12-23,2024,GSW,Portland Trail Blazers,1,126,106,,,,,
2023-12-23,2024,BRK,Detroit Pistons,1,126,115,,,,,
2023-12-23,2024,CHO,Denver Nuggets,1,95,102,,,,,
2023-12-23,2024,DAL,San Antonio Spurs,1,144,119,,,,,
2023-12-23,2024,BOS,Los Angeles Clippers,0,145,108,,,,,
2023-12-23,2024,DET,Brooklyn Nets,0,115,126,,,,,
2023-12-23,2024,DEN,Charlotte Hornets,0,102,95,,,,,
2023-12-23,2024,CLE,Chicago Bulls,0,109,95,,,,,
2023-12-25,2024,MIA,Philadelphia 76ers,1,119,113,,,,,
2023-12-25,2024,DAL,Phoenix Suns,0,128,114,,,,,
2023-12-25,2024,DEN,Golden State Warriors,1,120,114,,,,,
2023-12-25,2024,MIL,New York Knicks,0,122,129,,,,,
2023-12-25,2024,LAL,Boston Celtics,1,115,126,,,,,
2023-12-25,2024,NYK,Milwaukee Bucks,1,129,122,,,,,
2023-12-25,2024,BOS,Los Angeles Lakers,0,126,115,,,,,
2023-12-25,2024,PHI,Miami Heat,0,113,119,,,,,
2023-12-25,2024,GSW,Denver Nuggets,0,114,120,,,,,
2023-12-25,2024,PHO,Dallas Mavericks,1,114,128,,,,,
2023-12-26,2024,MIN,Oklahoma City Thunder,0,106,129,,,,,
2023-12-26,2024,NOP,Memphis Grizzlies,1,115,116,,,,,
2023-12-26,2024,CHI,Atlanta Hawks,1,118,113,,,,,
2023-12-26,2024,CHO,Los Angeles Clippers,0,104,113,,,,,
2023-12-26,2024,POR,Sacramento Kings,1,130,113,,,,,
2023-12-26,2024,ORL,Washington Wizards,0,127,119,,,,,
2023-12-26,2024,OKC,Minnesota Timberwolves,1,129,106,,,,,
2023-12-26,2024,SAC,Portland Trail Blazers,0,113,130,,,,,
2023-12-26,2024,HOU,Indiana Pacers,1,117,123,,,,,
2023-12-26,2024,IND,Houston Rockets,0,123,117,,,,,
2023-12-26,2024,LAC,Charlotte Hornets,1,113,104,,,,,
2023-12-26,2024,ATL,Chicago Bulls,0,113,118,,,,,
2023-12-26,2024,BRK,Detroit Pistons,0,118,112,,,,,
2023-12-26,2024,SAS,Utah Jazz,1,118,130,,,,,
2023-12-26,2024,MEM,New Orleans Pelicans,0,116,115,,,,,
2023-12-26,2024,DET,Brooklyn Nets,1,112,118,,,,,
2023-12-26,2024,UTA,San Antonio Spurs,0,130,118,,,,,
2023-12-26,2024,WAS,Orlando Magic,1,119,127,,,,,
2023-12-27,2024,HOU,Phoenix Suns,1,113,129,,,,,
2023-12-27,2024,PHI,Orlando Magic,0,112,92,,,,,
2023-12-27,2024,DAL,Cleveland Cavaliers,1,110,113,,,,,
2023-12-27,2024,ORL,Philadelphia 76ers,1,92,112,,,,,
2023-12-27,2024,CLE,Dallas Mavericks,0,113,110,,,,,
2023-12-27,2024,MIL,Brooklyn Nets,0,144,122,,,,,
2023-12-27,2024,WAS,Toronto Raptors,1,102,132,,,,,
2023-12-27,2024,TOR,Washington Wizards,0,132,102,,,,,
2023-12-27,2024,BRK,Milwaukee Bucks,1,122,144,,,,,
2023-12-27,2024,OKC,New York Knicks,1,129,120,,,,,
2023-12-27,2024,NYK,Oklahoma City Thunder,0,120,129,,,,,
2023-12-27,2024,PHO,Houston Rockets,0,129,113,,,,,
2023-12-28,2024,DAL,Minnesota Timberwolves,0,110,118,,,,,
2023-12-28,2024,GSW,Miami Heat,1,102,114,,,,,
2023-12-28,2024,CHI,Indiana Pacers,1,104,120,,,,,
2023-12-28,2024,IND,Chicago Bulls,0,120,104,,,,,
2023-12-28,2024,UTA,New Orleans Pelicans,0,105,112,,,,,
2023-12-28,2024,BOS,Detroit Pistons,1,128,122,,,,,
2023-12-28,2024,LAL,Charlotte Hornets,1,133,112,,,,,
2023-12-28,2024,DET,Boston Celtics,0,122,128,,,,,
2023-12-28,2024,SAS,Portland Trail Blazers,0,118,105,,,,,
2023-12-28,2024,MEM,Denver Nuggets,0,105,142,,,,,
2023-12-28,2024,NOP,Utah Jazz,1,112,105,,,,,
2023-12-28,2024,DEN,Memphis Grizzlies,1,142,105,,,,,
2023-12-28,2024,POR,San Antonio Spurs,1,105,118,,,,,
2023-12-28,2024,CHO,Los Angeles Lakers,0,112,133,,,,,
2023-12-28,2024,MIN,Dallas Mavericks,1,118,110,,,,,
2023-12-28,2024,MIA,Golden State Warriors,0,114,102,,,,,
2023-12-29,2024,WAS,Brooklyn Nets,1,110,104,,,,,
2023-12-29,2024,DEN,Oklahoma City Thunder,1,93,119,,,,,
2023-12-29,2024,MIL,Cleveland Cavaliers,0,119,111,,,,,
2023-12-29,2024,LAC,Memphis Grizzlies,1,117,106,,,,,
2023-12-29,2024,MEM,Los Angeles Clippers,0,106,117,,,,,
2023-12-29,2024,CLE,Milwaukee Bucks,1,111,119,,,,,
2023-12-29,2024,ATL,Sacramento Kings,1,110,117,,,,,
2023-12-29,2024,PHI,Houston Rockets,0,131,127,,,,,
2023-12-29,2024,CHO,Phoenix Suns,0,119,133,,,,,
2023-12-29,2024,POR,San Antonio Spurs,1,134,128,,,,,
2023-12-29,2024,SAC,Atlanta Hawks,0,117,110,,,,,
2023-12-29,2024,BRK,Washington Wizards,0,104,110,,,,,
2023-12-29,2024,SAS,Portland Trail Blazers,0,128,134,,,,,
2023-12-29,2024,TOR,Boston Celtics,0,118,120,,,,,
2023-12-29,2024,ORL,New York Knicks,1,117,108,,,,,
2023-12-29,2024,OKC,Denver Nuggets,0,119,93,,,,,
2023-12-29,2024,BOS,Toronto Raptors,1,120,118,,,,,
2023-12-29,2024,NYK,Orlando Magic,0,108,117,,,,,
2023-12-29,2024,HOU,Philadelphia 76ers,1,127,131,,,,,
2023-12-29,2024,PHO,Charlotte Hornets,1,133,119,,,,,
2023-12-30,2024,CHI,Philadelphia 76ers,1,105,92,,,,,
2023-12-30,2024,LAL,Minnesota Timberwolves,0,106,108,,,,,
2023-12-30,2024,TOR,Detroit Pistons,0,127,129,,,,,
2023-12-30,2024,MIA,Utah Jazz,0,109,117,,,,,
2023-12-30,2024,UTA,Miami Heat,1,117,109,,,,,
2023-12-30,2024,DET,Toronto Raptors,1,129,127,,,,,
2023-12-30,2024,GSW,Dallas Mavericks,1,122,132,,,,,
2023-12-30,2024,NYK,Indiana Pacers,0,126,140,,,,,
2023-12-30,2024,MIN,Los Angeles Lakers,1,108,106,,,,,
2023-12-30,2024,DAL,Golden State Warriors,0,132,122,,,,,
2023-12-30,2024,IND,New York Knicks,1,140,126,,,,,
2023-12-30,2024,PHI,Chicago Bulls,0,92,105,,,,,
2023-12-31,2024,PHO,Orlando Magic,1,112,107,,,,,
2023-12-31,2024,ATL,Washington Wizards,0,130,126,,,,,
2023-12-31,2024,OKC,Brooklyn Nets,1,124,108,,,,,
2023-12-31,2024,LAL,New Orleans Pelicans,0,109,129,,,,,
2023-12-31,2024,WAS,Atlanta Hawks,1,126,130,,,,,
2023-12-31,2024,BOS,San Antonio Spurs,0,134,101,,,,,
2023-12-31,2024,ORL,Phoenix Suns,0,107,112,,,,,
2023-12-31,2024,SAS,Boston Celtics,1,101,134,,,,,
2023-12-31,2024,NOP,Los Angeles Lakers,1,129,109,,,,,
2023-12-31,2024,MEM,Sacramento Kings,1,92,123,,,,,
2023-12-31,2024,SAC,Memphis Grizzlies,0,123,92,,,,,
2023-12-31,2024,BRK,Oklahoma City Thunder,0,108,124,,,,,
2024-01-01,2024,PHO,Portland Trail Blazers,1,109,88,,,,,
2024-01-01,2024,UTA,Dallas Mavericks,1,127,90,,,,,
2024-01-01,2024,MIL,Indiana Pacers,1,113,122,,,,,
2024-01-01,2024,CLE,Toronto Raptors,0,121,124,,,,,
2024-01-01,2024,LAC,Miami Heat,1,121,104,,,,,
2024-01-01,2024,MIN,New York Knicks,0,106,112,,,,,
2024-01-01,2024,DEN,Charlotte Hornets,1,111,93,,,,,
2024-01-01,2024,MIA,Los Angeles Clippers,0,104,121,,,,,
2024-01-01,2024,DET,Houston Rockets,0,113,136,,,,,
2024-01-01,2024,DAL,Utah Jazz,0,90,127,,,,,
2024-01-01,2024,CHO,Denver Nuggets,0,93,111,,,,,
2024-01-01,2024,TOR,Cleveland Cavaliers,1,124,121,,,,,
2024-01-01,2024,POR,Phoenix Suns,0,88,109,,,,,
2024-01-01,2024,NYK,Minnesota Timberwolves,1,112,106,,,,,
2024-01-01,2024,HOU,Detroit Pistons,1,136,113,,,,,
2024-01-01,2024,IND,Milwaukee Bucks,0,122,113,,,,,
2024-01-02,2024,BOS,Oklahoma City Thunder,0,123,127,,,,,
2024-01-02,2024,GSW,Orlando Magic,1,121,115,,,,,
2024-01-02,2024,PHI,Chicago Bulls,1,110,97,,,,,
2024-01-02,2024,CHO,Sacramento Kings,0,111,104,,,,,
2024-01-02,2024,CHI,Philadelphia 76ers,0,97,110,,,,,
2024-01-02,2024,OKC,Boston Celtics,1,127,123,,,,,
2024-01-02,2024,ORL,Golden State Warriors,0,115,121,,,,,
2024-01-02,2024,NOP,Brooklyn Nets,1,112,85,,,,,
2024-01-02,2024,MEM,San Antonio Spurs,1,106,98,,,,,
2024-01-02,2024,SAC,Charlotte Hornets,1,104,111,,,,,
2024-01-02,2024,BRK,New Orleans Pelicans,0,85,112,,,,,
2024-01-02,2024,SAS,Memphis Grizzlies,0,98,106,,,,,
2024-01-03,2024,MIL,Indiana Pacers,0,130,142,,,,,
2024-01-03,2024,LAL,Miami Heat,1,96,110,,,,,
2024-01-03,2024,NYK,Chicago Bulls,1,116,100,,,,,
2024-01-03,2024,CHI,New York Knicks,0,100,116,,,,,
2024-01-03,2024,OKC,Atlanta Hawks,0,138,141,,,,,
2024-01-03,2024,BRK,Houston Rockets,0,101,112,,,,,
2024-01-03,2024,WAS,Cleveland Cavaliers,0,101,140,,,,,
2024-01-03,2024,MEM,Toronto Raptors,1,111,116,,,,,
2024-01-03,2024,LAC,Phoenix Suns,0,131,122,,,,,
2024-01-03,2024,ATL,Oklahoma City Thunder,1,141,138,,,,,
2024-01-03,2024,ORL,Sacramento Kings,0,135,138,,,,,
2024-01-03,2024,TOR,Memphis Grizzlies,0,116,111,,,,,
2024-01-03,2024,PHO,Los Angeles Clippers,1,122,131,,,,,
2024-01-03,2024,NOP,Minnesota Timberwolves,0,117,106,,,,,
2024-01-03,2024,UTA,Detroit Pistons,1,154,148,,,,,
2024-01-03,2024,DET,Utah Jazz,0,148,154,,,,,
2024-01-03,2024,CLE,Washington Wizards,1,140,101,,,,,
2024-01-03,2024,MIN,New Orleans Pelicans,1,106,117,,,,,
2024-01-03,2024,HOU,Brooklyn Nets,1,112,101,,,,,
2024-01-03,2024,IND,Milwaukee Bucks,1,142,130,,,,,
2024-01-03,2024,MIA,Los Angeles Lakers,0,110,96,,,,,
2024-01-03,2024,DAL,Portland Trail Blazers,1,126,97,,,,,
2024-01-03,2024,SAC,Orlando Magic,1,138,135,,,,,
2024-01-03,2024,POR,Dallas Mavericks,0,97,126,,,,,
2024-01-04,2024,GSW,Denver Nuggets,1,127,130,,,,,
2024-01-04,2024,MIL,San Antonio Spurs,0,125,121,,,,,
2024-01-04,2024,DEN,Golden State Warriors,0,130,127,,,,,
2024-01-04,2024,SAS,Milwaukee Bucks,1,121,125,,,,,
2024-01-05,2024,SAC,Toronto Raptors,1,135,130,,,,,
2024-01-05,2024,PHO,Miami Heat,1,113,97,,,,,
2024-01-05,2024,MIN,Houston Rockets,0,122,95,,,,,
2024-01-05,2024,OKC,Brooklyn Nets,0,115,124,,,,,
2024-01-05,2024,CLE,Washington Wizards,1,114,90,,,,,
2024-01-05,2024,CHI,Charlotte Hornets,1,104,91,,,,,
2024-01-05,2024,POR,Dallas Mavericks,0,103,139,,,,,
2024-01-05,2024,IND,Atlanta Hawks,1,150,116,,,,,
2024-01-05,2024,MEM,Los Angeles Lakers,0,127,113,,,,,
2024-01-05,2024,BRK,Oklahoma City Thunder,1,124,115,,,,,
2024-01-05,2024,ATL,Indiana Pacers,0,116,150,,,,,
2024-01-05,2024,CHO,Chicago Bulls,0,91,104,,,,,
2024-01-05,2024,MIA,Phoenix Suns,0,97,113,,,,,
2024-01-05,2024,DAL,Portland Trail Blazers,1,139,103,,,,,
2024-01-05,2024,NOP,Los Angeles Clippers,1,95,111,,,,,
2024-01-05,2024,TOR,Sacramento Kings,0,130,135,,,,,
2024-01-05,2024,LAL,Memphis Grizzlies,1,113,127,,,,,
2024-01-05,2024,NYK,Philadelphia 76ers,0,128,92,,,,,
2024-01-05,2024,PHI,New York Knicks,1,92,128,,,,,
2024-01-05,2024,ORL,Denver Nuggets,0,122,120,,,,,
2024-01-05,2024,HOU,Minnesota Timberwolves,1,95,122,,,,,
2024-01-05,2024,DEN,Orlando Magic,1,120,122,,,,,
2024-01-05,2024,BOS,Utah Jazz,1,126,97,,,,,
2024-01-05,2024,UTA,Boston Celtics,0,97,126,,,,,
2024-01-05,2024,WAS,Cleveland Cavaliers,0,90,114,,,,,
2024-01-05,2024,LAC,New Orleans Pelicans,0,111,95,,,,,
2024-01-05,2024,GSW,Detroit Pistons,1,113,109,,,,,
2024-01-05,2024,DET,Golden State Warriors,0,109,113,,,,,
2024-01-06,2024,HOU,Milwaukee Bucks,1,112,108,,,,,
2024-01-06,2024,WAS,New York Knicks,1,105,121,,,,,
2024-01-06,2024,NYK,Washington Wizards,0,121,105,,,,,
2024-01-06,2024,UTA,Philadelphia 76ers,0,120,109,,,,,
2024-01-06,2024,BOS,Indiana Pacers,0,118,101,,,,,
2024-01-06,2024,MIL,Houston Rockets,0,108,112,,,,,
2024-01-06,2024,IND,Boston Celtics,1,101,118,,,,,
2024-01-06,2024,PHI,Utah Jazz,1,109,120,,,,,
2024-01-07,2024,ATL,Orlando Magic,0,110,117,,,,,
2024-01-07,2024,LAL,Los Angeles Clippers,1,106,103,,,,,
2024-01-07,2024,DAL,Minnesota Timberwolves,1,115,108,,,,,
2024-01-07,2024,BRK,Portland Trail Blazers,1,127,134,,,,,
2024-01-07,2024,MIN,Dallas Mavericks,0,108,115,,,,,
2024-01-07,2024,PHO,Memphis Grizzlies,1,115,121,,,,,
2024-01-07,2024,NOP,Sacramento Kings,0,133,100,,,,,
2024-01-07,2024,ORL,Atlanta Hawks,1,117,110,,,,,
2024-01-07,2024,POR,Brooklyn Nets,0,134,127,,,,,
2024-01-07,2024,TOR,Golden State Warriors,0,133,118,,,,,
2024-01-07,2024,GSW,Toronto Raptors,1,118,133,,,,,
2024-01-07,2024,DEN,Detroit Pistons,1,131,114,,,,,
2024-01-07,2024,DET,Denver Nuggets,0,114,131,,,,,
2024-01-07,2024,MEM,Phoenix Suns,0,121,115,,,,,
2024-01-07,2024,LAC,Los Angeles Lakers,0,103,106,,,,,
2024-01-07,2024,SAC,New Orleans Pelicans,1,100,133,,,,,
2024-01-07,2024,CLE,San Antonio Spurs,1,117,115,,,,,
2024-01-07,2024,SAS,Cleveland Cavaliers,0,115,117,,,,,
2024-01-08,2024,LAC,Phoenix Suns,1,138,111,,,,,
2024-01-08,2024,MIA,Houston Rockets,1,120,113,,,,,
2024-01-08,2024,BOS,Indiana Pacers,0,131,133,,,,,
2024-01-08,2024,HOU,Miami Heat,0,113,120,,,,,
2024-01-08,2024,CHO,Chicago Bulls,1,112,119,,,,,
2024-01-08,2024,CHI,Charlotte Hornets,0,119,112,,,,,
2024-01-08,2024,IND,Boston Celtics,1,133,131,,,,,
2024-01-08,2024,PHO,Los Angeles Clippers,0,111,138,,,,,
2024-01-08,2024,OKC,Washington Wizards,0,136,128,,,,,
2024-01-08,2024,MIL,Utah Jazz,1,116,132,,,,,
2024-01-08,2024,UTA,Milwaukee Bucks,0,132,116,,,,,
2024-01-08,2024,WAS,Oklahoma City Thunder,1,128,136,,,,,
2024-01-09,2024,DAL,Memphis Grizzlies,1,103,120,,,,,
2024-01-09,2024,SAC,Detroit Pistons,0,131,110,,,,,
2024-01-09,2024,POR,New York Knicks,0,84,112,,,,,
2024-01-09,2024,NYK,Portland Trail Blazers,1,112,84,,,,,
2024-01-09,2024,LAL,Toronto Raptors,1,132,131,,,,,
2024-01-09,2024,MIN,Orlando Magic,0,113,92,,,,,
2024-01-09,2024,ORL,Minnesota Timberwolves,1,92,113,,,,,
2024-01-09,2024,DET,Sacramento Kings,1,110,131,,,,,
2024-01-09,2024,TOR,Los Angeles Lakers,0,131,132,,,,,
2024-01-09,2024,MEM,Dallas Mavericks,0,120,103,,,,,
2024-01-10,2024,WAS,Indiana Pacers,0,104,112,,,,,
2024-01-10,2024,MIA,Oklahoma City Thunder,1,120,128,,,,,
2024-01-10,2024,GSW,New Orleans Pelicans,1,105,141,,,,,
2024-01-10,2024,PHI,Atlanta Hawks,0,132,139,,,,,
2024-01-10,2024,DEN,Utah Jazz,0,111,124,,,,,
2024-01-10,2024,CHO,Sacramento Kings,1,98,123,,,,,
2024-01-10,2024,OKC,Miami Heat,0,128,120,,,,,
2024-01-10,2024,BOS,Minnesota Timberwolves,1,127,120,,,,,
2024-01-10,2024,NOP,Golden State Warriors,0,141,105,,,,,
2024-01-10,2024,LAC,Toronto Raptors,1,126,120,,,,,
2024-01-10,2024,HOU,Chicago Bulls,0,119,124,,,,,
2024-01-10,2024,CHI,Houston Rockets,1,124,119,,,,,
2024-01-10,2024,UTA,Denver Nuggets,1,124,111,,,,,
2024-01-10,2024,ATL,Philadelphia 76ers,1,139,132,,,,,
2024-01-10,2024,TOR,Los Angeles Clippers,0,120,126,,,,,
2024-01-10,2024,MIN,Boston Celtics,0,120,127,,,,,
2024-01-10,2024,IND,Washington Wizards,1,112,104,,,,,
2024-01-10,2024,SAS,Detroit Pistons,0,130,108,,,,,
2024-01-10,2024,SAC,Charlotte Hornets,0,123,98,,,,,
2024-01-10,2024,DET,San Antonio Spurs,1,108,130,,,,,
2024-01-11,2024,BRK,Cleveland Cavaliers,0,102,111,,,,,
2024-01-11,2024,DAL,New York Knicks,1,128,124,,,,,
2024-01-11,2024,BOS,Milwaukee Bucks,0,102,135,,,,,
2024-01-11,2024,CLE,Brooklyn Nets,1,111,102,,,,,
2024-01-11,2024,PHO,Los Angeles Lakers,0,127,109,,,,,
2024-01-11,2024,MIL,Boston Celtics,1,135,102,,,,,
2024-01-11,2024,NYK,Dallas Mavericks,0,124,128,,,,,
2024-01-11,2024,POR,Oklahoma City Thunder,0,77,139,,,,,
2024-01-11,2024,OKC,Portland Trail Blazers,1,139,77,,,,,
2024-01-11,2024,LAL,Phoenix Suns,1,109,127,,,,,
2024-01-12,2024,DET,Houston Rockets,1,110,112,,,,,
2024-01-12,2024,MEM,Los Angeles Clippers,1,119,128,,,,,
2024-01-12,2024,ATL,Indiana Pacers,1,108,126,,,,,
2024-01-12,2024,ORL,Miami Heat,0,96,99,,,,,
2024-01-12,2024,UTA,Toronto Raptors,1,145,113,,,,,
2024-01-12,2024,TOR,Utah Jazz,0,113,145,,,,,
2024-01-12,2024,CHI,Golden State Warriors,1,131,140,,,,,
2024-01-12,2024,LAC,Memphis Grizzlies,0,128,119,,,,,
2024-01-12,2024,GSW,Chicago Bulls,0,140,131,,,,,
2024-01-12,2024,SAS,Charlotte Hornets,1,135,99,,,,,
2024-01-12,2024,MIN,Portland Trail Blazers,1,116,93,,,,,
2024-01-12,2024,DEN,New Orleans Pelicans,1,125,113,,,,,
2024-01-12,2024,IND,Atlanta Hawks,0,126,108,,,,,
2024-01-12,2024,POR,Minnesota Timberwolves,0,93,116,,,,,
2024-01-12,2024,HOU,Detroit Pistons,0,112,110,,,,,
2024-01-12,2024,MIA,Orlando Magic,1,99,96,,,,,
2024-01-12,2024,PHI,Sacramento Kings,1,112,93,,,,,
2024-01-12,2024,CHO,San Antonio Spurs,0,99,135,,,,,
2024-01-12,2024,NOP,Denver Nuggets,0,113,125,,,,,
2024-01-12,2024,SAC,Philadelphia 76ers,0,93,112,,,,,
2024-01-13,2024,SAS,Chicago Bulls,1,116,122,,,,,
